sku,name,barcode_type,barcode_name,barcode_value,brand,description,primary_unit,dimension_unit,width,length,height,weight_unit,weight,inventory_method,unit_cost,retail_price,reorder_threshold,track_by_lot,track_by_exp_date,track_by_handling_unit,skip_inventory_check,shipment_type,inventory_planning,minimum_stock_level,minimum_stock_level_unit,tariff_code,country_code,customs_value,customs_description,is_haz_mat,proper_shipping_name,hazard_class,un_id,packing_group,transport_mode,limited_quantity,contains_lithium,lithium_ion_content_grams,battery_status,battery_count
930-00044,"CONSUMER GOOD, DENTAL SET, WATER FLOSSER, SKY BLUE",Other,barcode,93000044,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, WATER FLOSSER, SKY BLUE",Each,inches,3.7,2.6,8.7,lbs,0.89,FEFO,3.72,25,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
930-00047,"CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, SMART, RECHARGE, METAL, ALL BLACK",Other,barcode,93000047,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, SMART, RECHARGE, METAL, ALL BLACK",Each,inches,1.25,1.25,8.75,lbs,0.89,FEFO,1.85,25,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
930-00052,"CONSUMER GOOD, DENTAL SET, OSCILLATING TOOTHBRUSH, WHITE BLACK PLATE",Other,barcode,93000052,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, OSCILLATING TOOTHBRUSH, WHITE BLACK PLATE",Each,inches,9.6,2.6,2.5,lbs,0.89,FEFO,10.62,25,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$11.74,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
930-00148-D,"CONSUMER GOOD, DENTAL SET, MINT APAC TOOTHPASTE",Other,barcode,93000148D,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, MINT APAC TOOTHPASTE",Each,inches,1.25,1.25,8.75,lbs,0.89,FEFO,10.61,25,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3306.90.0000,US,$32.60,Toothpaste Anticavity,FALSE,,,,,,,,,,
930-00149-D,"CONSUMER GOOD, DENTAL SET, WATERMELON APAC TOOTHPASTE",Other,barcode,93000149D,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, WATERMELON APAC TOOTHPASTE",Each,inches,1.25,1.25,8.75,lbs,0.89,FEFO,10.69,25,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3306.90.0000,US,$29.97,Toothpaste Anticavity,FALSE,,,,,,,,,,
930-02029,"DENTAL SET, VANDAM, KK",Other,barcode,93002029,"Quip, NYC Inc","DENTAL SET, VANDAM, KK",Each,inches,1.25,1.25,8.75,lbs,0.89,FEFO,0.02,25,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
920-00084,"CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, V3, KK",UPC,UPC,857576008257,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, V3, KK",Each,inches,5.6,12.5,10.1,lbs,0.38,FEFO,6.49,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$6.22,"Electric toothbrush, alkaline battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00086,"CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, V3, PL GN",UPC,UPC,857576008288,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, V3, PL GN",Each,inches,5.6,12.6,5.6,lbs,0.38,FEFO,6.49,25,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$5.54,"Electric toothbrush, alkaline battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00087,"CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, V3, PL BL",UPC,UPC,857576008295,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, V3, PL BL",Each,inches,5.6,12.6,10.1,lbs,0.38,FEFO,6.49,25,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$5.44,"Electric toothbrush, alkaline battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00091,"CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, V3, PL MG",UPC,UPC,857576008189,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, V3, PL MG",Each,inches,5.6,12.6,10.1,lbs,0.38,FEFO,6.49,25,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$5.68,"Electric toothbrush, alkaline battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00112,"CONSUMER GOOD, RETAIL SET, FLOSS PICK, PAPER, PLASTIC WHITE",UPC,UPC,857576008783,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, FLOSS PICK, PAPER, PLASTIC WHITE",Each,inches,13,6,6,lbs,0.38,FEFO,9.1,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8205.59.5560,CN,$9.10,"Dental pick, dental floss, refillable canister, non-electric, in paper packaging",FALSE,,,,,,,,,,
920-00289,"CONSUMER GOOD, RETAIL, TOOTHBRUSH, SONIC ULTRA, BLACK BLACK RAIL",UPC,UPC,00810033471476,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, TOOTHBRUSH, SONIC ULTRA, BLACK BLACK RAIL",Each,inches,7.28,19.69,11.38,lbs,1.09,FEFO,24.875,80,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$24.93,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00298,"CONSUMER GOOD, RETAIL, TOOTHBRUSH, SONIC ULTRA, BLACK GOLD RAIL",UPC,UPC,810033471872,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, TOOTHBRUSH, SONIC ULTRA, BLACK GOLD RAIL",Each,inches,7.28,19.69,11.38,lbs,1.09,FEFO,24.875,80,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$24.93,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00299,"CONSUMER GOOD, BUNDLE SET, TOOTHBRUSH, SONIC ULTRA, BLACK GOLD RAIL",UPC,UPC,00810033471896,"Quip, NYC Inc","CONSUMER GOOD, BUNDLE SET, TOOTHBRUSH, SONIC ULTRA, BLACK GOLD RAIL",Each,inches,7.28,19.69,11.38,lbs,1.09,FEFO,26.197,80,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$26.20,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00300,"CONSUMER GOOD, BUNDLE SET, TOOTHBRUSH, SONIC ULTRA, WHITE",UPC,UPC,00810033471636,"Quip, NYC Inc","CONSUMER GOOD, BUNDLE SET, TOOTHBRUSH, SONIC ULTRA, WHITE",Each,inches,7.28,19.69,11.38,lbs,1.09,FEFO,26.211,80,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$26.20,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00301,"CONSUMER GOOD, BUNDLE SET, TOOTHBRUSH, SONIC ULTRA, PLUM",UPC,UPC,00810033471643,"Quip, NYC Inc","CONSUMER GOOD, BUNDLE SET, TOOTHBRUSH, SONIC ULTRA, PLUM",Each,inches,7.28,19.69,11.38,lbs,1.09,FEFO,26.245,80,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$26.20,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00302,"CONSUMER GOOD, BUNDLE SET, TOOTHBRUSH, SONIC ULTRA, GREEN",UPC,UPC,00810033471674,"Quip, NYC Inc","CONSUMER GOOD, BUNDLE SET, TOOTHBRUSH, SONIC ULTRA, GREEN",Each,inches,7.28,19.69,11.38,lbs,1.09,FEFO,26.232,80,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$26.20,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
930-00053,"CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, SONIC ULTRA, WHITE",UPC,UPC,00810033471889,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, SONIC ULTRA, WHITE",Each,inches,7.28,19.69,11.38,lbs,1.09,FEFO,24.929,80,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$26.20,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
900-00410,"FINISHED GOOD, TOOTHBRUSH, SONIC ULTRA, BLACK BLACK RAIL",UPC,UPC,00810033471711,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, SONIC ULTRA, BLACK BLACK RAIL",Each,inches,15.35,19.29,10.83,lbs,1.09,FEFO,24.889,80,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$24.89,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
900-00426,"FINISHED GOOD, TOOTHBRUSH, SONIC ULTRA, BLACK GOLD RAIL",UPC,UPC,00810033471728,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, SONIC ULTRA, BLACK GOLD RAIL",Each,inches,15.35,19.29,10.83,lbs,1.09,FEFO,24.889,80,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$24.89,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
900-00409,"FINISHED GOOD, TOOTHBRUSH, SONIC ULTRA, WHITE",UPC,UPC,00810033471902,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, SONIC ULTRA, WHITE",Each,inches,15.35,19.29,10.83,lbs,1.09,FEFO,24.893,80,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$24.89,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
900-00427,"FINISHED GOOD, TOOTHBRUSH, SONIC ULTRA, PLUM",UPC,UPC,00810033471919,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, SONIC ULTRA, PLUM",Each,inches,15.35,19.29,10.83,lbs,1.09,FEFO,24.927,80,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$24.89,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
900-00428,"FINISHED GOOD, TOOTHBRUSH, SONIC ULTRA, GREEN",UPC,UPC,00810033471926,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, SONIC ULTRA, GREEN",Each,inches,15.35,19.29,10.83,lbs,1.09,FEFO,24.923,80,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$24.89,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00293,"CONSUMER GOOD, RETAIL REFILL, BRUSH HEAD, SONIC ULTRA, BLACK, 2PK",UPC,UPC,00810033471483,"Quip, NYC Inc","CONSUMER GOOD, RETAIL REFILL, BRUSH HEAD, SONIC ULTRA, BLACK, 2PK",Each,inches,6.26,10.43,5.91,lbs,0.34,FEFO,2.196,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$2.20,Plastic toothbrush head,FALSE,,,,,,,,,,
920-00303,"CONSUMER GOOD, RETAIL REFILL, BRUSH HEAD, SONIC ULTRA, WHITE, 2PK",UPC,UPC,00810033471681,"Quip, NYC Inc","CONSUMER GOOD, RETAIL REFILL, BRUSH HEAD, SONIC ULTRA, WHITE, 2PK",Each,inches,6.26,10.43,5.91,lbs,0.34,FEFO,2.196,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$2.20,Plastic toothbrush head,FALSE,,,,,,,,,,
920-00304,"CONSUMER GOOD, BUNDLE REFILL, BRUSH HEAD, SONIC ULTRA, BLACK, 4PK",UPC,UPC,810033471599,"Quip, NYC Inc","CONSUMER GOOD, BUNDLE REFILL, BRUSH HEAD, SONIC ULTRA, BLACK, 4PK",Each,inches,6.26,10.43,5.91,lbs,0.34,FEFO,3.45,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$3.45,Plastic toothbrush head,FALSE,,,,,,,,,,
920-00305,"CONSUMER GOOD, BUNDLE REFILL, BRUSH HEAD, SONIC ULTRA, WHITE, 4PK",UPC,UPC,00810033471605,"Quip, NYC Inc","CONSUMER GOOD, BUNDLE REFILL, BRUSH HEAD, SONIC ULTRA, WHITE, 4PK",Each,inches,6.26,10.43,5.91,lbs,0.34,FEFO,3.45,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$3.45,Plastic toothbrush head,FALSE,,,,,,,,,,
900-00429,"FINISHED GOOD, REFILL, BRUSH HEAD, SONIC ULTRA, BLACK, 1PK",UPC,UPC,810033471612,"Quip, NYC Inc","FINISHED GOOD, REFILL, BRUSH HEAD, SONIC ULTRA, BLACK, 1PK",Each,inches,9.84,13.19,4.53,lbs,0.34,FEFO,1.171,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$1.17,Plastic toothbrush head,FALSE,,,,,,,,,,
900-00432,"FINISHED GOOD, REFILL, BRUSH HEAD, SONIC ULTRA, BLACK, 2PK",UPC,UPC,810033471629,"Quip, NYC Inc","FINISHED GOOD, REFILL, BRUSH HEAD, SONIC ULTRA, BLACK, 2PK",Each,inches,9.84,13.19,4.53,lbs,0.34,FEFO,1.701,15,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$1.70,Plastic toothbrush head,FALSE,,,,,,,,,,
900-00430,"FINISHED GOOD, REFILL, BRUSH HEAD, SONIC ULTRA, WHITE, 1PK",UPC,UPC,810033471650,"Quip, NYC Inc","FINISHED GOOD, REFILL, BRUSH HEAD, SONIC ULTRA, WHITE, 1PK",Each,inches,9.84,13.19,4.53,lbs,0.34,FEFO,1.171,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$1.17,Plastic toothbrush head,FALSE,,,,,,,,,,
900-00436,"FINISHED GOOD, REFILL, BRUSH HEAD, SONIC ULTRA, WHITE, 2PK",UPC,UPC,810033471667,"Quip, NYC Inc","FINISHED GOOD, REFILL, BRUSH HEAD, SONIC ULTRA, WHITE, 2PK",Each,inches,9.84,13.19,4.53,lbs,0.34,FEFO,1.701,15,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$1.70,Plastic toothbrush head,FALSE,,,,,,,,,,
900-00088,"FINISHED GOOD, STRAND, KK",Other,barcode,90000088,"Quip, NYC Inc","FINISHED GOOD, STRAND, KK",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
930-00002,"CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, GD",Other,barcode,93000002,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, TOOTHBRUSH, GD",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
900-00086,"FINISHED GOOD, STRAND, SV",Other,barcode,90000086,"Quip, NYC Inc","FINISHED GOOD, STRAND, SV",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
920-00248,"Consumer Good, DTC, Travel Toothpaste, APAC, 0.5oz, Mint",Other,barcode,92000248,"Quip, NYC Inc","Consumer Good, DTC, Travel Toothpaste, APAC, 0.5oz, Mint",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
910-00025,Oring Packet,Other,barcode,91000025,"Quip, NYC Inc",Oring Packet,Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
900-00029,"FINISHED GOOD, TOOTHBRUSH, PINK",Other,barcode,90000029,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, PINK",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
900-00099,"FINISHED GOOD, TOILETRY BAG, green",Other,barcode,90000099,"Quip, NYC Inc","FINISHED GOOD, TOILETRY BAG, green",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
900-00292,"FINISHED GOOD, TOOTHBRUSH, RECHARGEABLE, REMIX, ALL-PINK W/ BLACK",Other,barcode,90000292,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, RECHARGEABLE, REMIX, ALL-PINK W/ BLACK",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
900-00015-R,"FINISHED GOOD, TOOTHBRUSH, TQ {CRU}",Other,barcode,90000015R,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, TQ {CRU}",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
900-00098,"FINISHED GOOD, TOILETRY BAG, copper",Other,barcode,90000098,"Quip, NYC Inc","FINISHED GOOD, TOILETRY BAG, copper",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
910-00023,"CRU, PICK ASSY, ALL-BLACK",Other,barcode,91000023,"Quip, NYC Inc","CRU, PICK ASSY, ALL-BLACK",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
900-00034,"FINISHED GOOD, TOOTHPASTE, WASATCH, 0.85oz",Other,barcode,90000034,"Quip, NYC Inc","FINISHED GOOD, TOOTHPASTE, WASATCH, 0.85oz",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
900-00014-R,"FINISHED GOOD, TOOTHBRUSH, AZ {CRU}",Other,barcode,90000014R,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, AZ {CRU}",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
930-00046,"CONSUMER GOOD, DENTAL KIT, MINTS 30 CT, KK",Other,barcode,93000046,"Quip, NYC Inc","CONSUMER GOOD, DENTAL KIT, MINTS 30 CT, KK",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
930-00009,"CONSUMER GOOD, DENTAL SET, FLOSS, CP",Other,barcode,93000009,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, FLOSS, CP",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
930-00064,"CONSUMER GOOD, DENTAL SET, FLOSS, NYLON, KK",Other,barcode,93000064,"Quip, NYC Inc","CONSUMER GOOD, DENTAL SET, FLOSS, NYLON, KK",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
910-00019,"CRU, HANDLE REPLACEMENT, CP",Other,barcode,91000019,"Quip, NYC Inc","CRU, HANDLE REPLACEMENT, CP",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
910-00021,"CRU, HANDLE REPLACEMENT, SV",Other,barcode,91000021,"Quip, NYC Inc","CRU, HANDLE REPLACEMENT, SV",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
900-00247,"FINISHED GOOD, 3 PACK STARTER KIT, DTC A/B TESTING, MINT GUM, CP",Other,barcode,90000247,"Quip, NYC Inc","FINISHED GOOD, 3 PACK STARTER KIT, DTC A/B TESTING, MINT GUM, CP",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
910-00024,"CRU, MOUTHWASH, DOSAGE CUP",Other,barcode,91000024,"Quip, NYC Inc","CRU, MOUTHWASH, DOSAGE CUP",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
910-00007,"REFRESH BAG, S-HOOK, green",Other,barcode,91000007,"Quip, NYC Inc","REFRESH BAG, S-HOOK, green",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
910-00008,"REFRESH BAG, S-HOOK, copper",Other,barcode,91000008,"Quip, NYC Inc","REFRESH BAG, S-HOOK, copper",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
910-00009,"REFRESH BAG, S-HOOK, black",Other,barcode,91000009,"Quip, NYC Inc","REFRESH BAG, S-HOOK, black",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
910-00010,"REFRESH BAG, S-HOOK, Silver",Other,barcode,91000010,"Quip, NYC Inc","REFRESH BAG, S-HOOK, Silver",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
700-00032-Dental,700-00032-Dental,Other,barcode,70000032Dental,"Quip, NYC Inc",700-00032-Dental,Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
700-00068,"FOIL BAG, SINGLE, CHARCOAL, LARGE",Other,barcode,70000068,"Quip, NYC Inc","FOIL BAG, SINGLE, CHARCOAL, LARGE",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
700-00128,"Stickers, Welcome, Kids",Other,barcode,70000128,"Quip, NYC Inc","Stickers, Welcome, Kids",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
700-01004,"CHARGING BULL REMIX STICKER, DTC, 2023",Other,barcode,70001004,"Quip, NYC Inc","CHARGING BULL REMIX STICKER, DTC, 2023",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
700-01025,"CHARGING BULL REMIX, FOIL BAG AND STICKER ASSEMBLY, DTC",Other,barcode,70001025,"Quip, NYC Inc","CHARGING BULL REMIX, FOIL BAG AND STICKER ASSEMBLY, DTC",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
700-00998,"STICKER SHEET, DTC, BIRTHDAY, 2023",Other,barcode,70000998,"Quip, NYC Inc","STICKER SHEET, DTC, BIRTHDAY, 2023",Each,inches,0.1,0.1,0.1,lbs,0.3,FEFO,1,1,,TRUE,TRUE,FALSE,FALSE,Domestic,TRUE,4,Week(s) of supply,,CN,,,FALSE,,,,,,,,,,
